file_name,text,avg_logprob
RSP_088_audio.wav,ช่วยวางแผนการคุยกับหัวหน้าหน่อยสิว่าควรเตรียมข้อมูลอะไรบ้างและจะเปิดประเด็นเรื่องเลื่อนตำแหน่งยังไงให้ดูเป็นธรรมชาติที่สุด,-0.02610085
RSP_043_audio.wav,ร้านนี้มีเมนูสำหรับคนทานมังสวิรัติไหมครับ,-0.08034939
RSP_044_audio.wav,ปกติแล้วอบขนมปังใช้อุณหภูมิประมาณเท่าไหร่ครับ,-0.05212984
RSP_010_audio.wav,ถ้าลืมรหัสแอพธนาคารต้องติดต่อที่ไหนครับ,-0.06277127
RSP_017_audio.wav,พัสดุเสียหาย ติดต่อร้องเรียนที่ไหนได้บ้างครับ,-0.05980785
RSP_028_audio.wav,ค่าโรมิ่งไปญี่ปุ่นราคาเท่าไหร่ครับ,-0.07177734
RSP_021_audio.wav,เช็คให้หน่อยว่าอินเตอร์เน็ตพื้นที่นี้ล่มหรือเปล่า,-0.05584162
RSP_026_audio.wav,iCloud Backup อยู่ตรงไหนใน Setting ครับ,-0.08354493
RSP_019_audio.wav,ที่นี่ผ่อน 0% 10 เดือนได้ไหมครับ,-0.08149858
RSP_045_audio.wav,อาหารเค็ม ไปบอกพนักงานว่ายังไงดี,-0.03090639
RSP_089_audio.wav,ช่วยวิเคราะห์สไลด์นี้หน่อยว่า ถ้าเสนอให้ผู้บริหารกับเสนอให้ทีมเทคนิคควรปรับเนื้อหา หรือลำดับการเล่าเรื่องต่างกันยังไงบ้าง,-0.02749545
RSP_042_audio.wav,สั่งพิซซ่าหน้าฮาไวเอียนถัดใหญ่ พร้อมชีสขอบให้หน่อยครับ,-0.10074870
RSP_074_audio.wav,ถ้าโปรไฟล์ผมจบวิศวะมา แต่อยากเรียนโทรบริหารที่เน้นการตลาดโดยเฉพาะช่วยวิเคราะห์หน่อยว่า ที่ไหนเหมาะกับผมที่สุดครับ,-0.02799479
RSP_080_audio.wav,ช่วยเทียบข้อดีข้อเสียของการกดบัตรคอนเสิร์ตเกาหลีเองกับการจ้างคนอื่นกดให้หน่อย,-0.05789184
RSP_087_audio.wav,ช่วยร่างอีเมลนัดประชุมสรุปโปรเจกต์ให้หน่อยแต่ขอสองแบบนะ แบบที่เป็นทางการสำหรับส่งให้ผู้บริหารกับแบบกันเอง สำหรับทีมงาน,-0.05890315
RSP_073_audio.wav,ครูครับ ช่วยอธิบายหน่อยว่า ทำไมสมการค่าสมบูรณ์ถึงต้องคิดคำตอบเป็นทั้งค่าบวกและค่ารบครับ,-0.04449379
RSP_027_audio.wav,โปรแกรมค้างบ่อยทำไงเป็นอย่างแรกครับ,-0.04202586
RSP_018_audio.wav,ขอหยกเลิกคำสั่งสือล่าสุดที่เพิ่งสั่งไปเมื่อกี้นะครับ,-0.05924479
RSP_020_audio.wav,"ช่วยแนะนำของขวัญให้เพื่อนผู้ชายหน่อยครับงบประมาณ 1,000 บาท",-0.04257347
RSP_016_audio.wav,ปกติแล้วสินค้าอิเล็กทรอนิกส์รับประกันนานแค่ไหนครับ,-0.05504261
RSP_029_audio.wav,ลืมรหัสไวไฟที่บ้านดูตรงไหนได้บ้างครับ,-0.03518584
RSP_011_audio.wav,เช็คสถานะของให้หน่อยครับที่สั่งไปเมื่อวาน,-0.06747732
RSP_033_audio.wav,จากสวนภูมิไปสุขุมวิทย์ นั่งรถไฟฟ้าสายไหนได้บ้างครับ,-0.06453623
RSP_034_audio.wav,ร้านกุ้งเผาเจ้าดังในอยุธยามีร้านไหนแนะนำบ้างครับ,-0.04687500
RSP_002_audio.wav,คู่ซื้อบ้านต้องใช้เอกสารอะไรบ้างครับ,-0.09097055
RSP_005_audio.wav,จะเพิ่มวงเงินบัตรเครดิตต้องทำยังไงครับ,-0.04592803
RSP_051_audio.wav,ปวดหัวไมเกรน กินยาอะไรได้บ้างครับ,-0.05348558
RSP_056_audio.wav,อยากทราบราคาแพ็กเกจคลอดบุตรครับ,-0.08970905
RSP_069_audio.wav,ถ้าคู่กรณีไม่มีประกัน เราควรโทรหาตำรวจก่อนหรือโทรหาประกันเราก่อน แล้วแบบไหนจะเคลมได้เร็วกว่ากัน,-0.04364483
RSP_060_audio.wav,โอ้ย ร้อนมากเลยวันนี้ ข้างนอกกี่องศาเนี่ย,-0.09356690
RSP_094_audio.wav,ช่วยวางแผนให้หน่อยว่าจะคุยกับหัวหน้าเรื่องความเครียดนี้ยังไงดีให้ดูเป็นมืออาชีพและแก้ปัญหาได้จริง,-0.01428675
RSP_093_audio.wav,ถ้า HR ถามเรื่องเงินเดือนที่คาดหวัง ควรตอบยังไงให้ได้เปรียบพิสุทธิ์แต่ก็ไม่ดูโลภเกินไปครับ,-0.05245536
RSP_067_audio.wav,จะเช็คระยะ 50 ศูนย์ ศูนย์ ศูนย์โลช่วยวางแผนหน่อยว่าศูนย์ไหนคุ้มสุดถ้าพิจารณาจากราคาโปรโมชั่นและรีวิวของผู้ใช้,-0.06692443
RSP_058_audio.wav,สวนเบนจคิติปิดกี่ทุ่มครับ,-0.11816406
RSP_004_audio.wav,จะเปิดบัญชีออนไลน์ ต้องเตรียมอะไรบ้างครับ,-0.02867543
RSP_003_audio.wav,กองทุนรวมคืออะไรหรอครับ,-0.08018092
RSP_035_audio.wav,ขอโต๊ะริมหน้าต่างสำหรับ 4 คนครับ,-0.03738839
RSP_032_audio.wav,จากกรุงเทพฯ ไปเชียงราย ใช้เวลาบินกี่ชั่วโมงครับ,-0.05324591
RSP_066_audio.wav,ช่วยคิดหน่อยครับว่าระหว่างให้แฟนลางงานไปรับลูกแทนกับการจ้างรถไปรับแบบไหนจะดีกว่ากันโดยพิจารณาจากค่าใช้จ่ายและความปลอดภัย,-0.02811726
RSP_092_audio.wav,ช่วยวิเคราะห์หน่อยครับ ระหว่างใช้ลาพครอนทั้งหมดรวดเดียวกับทยอยใช้แบบไหน จะกระทบการประเมินผลงานปลายปีน้อยกว่ากัน,-0.05490944
RSP_059_audio.wav,เสื้อขาวเปื้อนกาแฟ ใช้อะไรสักออกครับ,-0.06630522
RSP_095_audio.wav,ถ้ามีรายได้จากงานประจำกับขายของออนไลน์คุณยื่นภาษีรวมกันหรือแยกกันดีครับ แบบไหนจะประหยัดกว่า,-0.03383789
RSP_061_audio.wav,หลักการของคอนโดจะเอามาปรับใช้กับการจัดระเบียบไฟล์ดิจิทัลที่โรคมาก ๆ ในคอมพิวเตอร์ของเราได้ยังไงบ้าง,-0.05873162
RSP_057_audio.wav,ขอประโยคสุภาพสุภาพหน่อยครับ จะเอาไปบอกเพื่อนบ้านเรื่องเสียงดัง,-0.01781728
RSP_068_audio.wav,ช่วยเทียบประกันชั้นหนึ่งสำหรับรถใหม่ระหว่างแบบมีค่าเสียหายส่วนแรกกับแบบไม่มีอันไหนคุ้มกว่ากันถ้าขับในเมืองเป็นหลัก,-0.02763382
RSP_050_audio.wav,ถ้าสงสัยว่า แพยาควรทำยังไงเป็นอย่างแรกคะ,-0.11990017
RSP_113_audio.wav,ถ้าสงสัยว่าโดนขโมยกระเป๋าตังบนรถเม แต่ไม่แน่ใจช่วยวางแผนให้หน่อยครับว่าควรหาหลักฐานอะไรบ้างก่อนไปแจ้งความ,-0.03350694
RSP_114_audio.wav,จะเขียนรีวิวแง่ลบยังไงให้ดูน่าเชื่อถือ และเป็นประโยชน์กับคนอื่น ไม่ใช่แค่อารมณ์ล้วน ๆ,-0.04634713
RSP_115_audio.wav,ถ้าจะร้องเรียนเรื่องห้องพักไม่สะอาด ควรคุยกับผู้จัดการยังไงดีให้ได้ข้อเสนอที่ดีที่สุด เช่น ห้องใหม่หรือส่วนรถ,-0.03033713
RSP_112_audio.wav,ค่าโทรศัพท์เดือนนี้แพงผิดปกติมากช่วยวิเคราะห์สาเหตุที่เป็นไปได้แล้วก็วางแผนการเต้าย้างให้หน่อยว่าต้องเริ่มยังไง,-0.04050052
RSP_105_audio.wav,ช่วยวางแผนเจรจา ค่าเช่าบ้านกับเอเจนต์หน่อย ขอ 3 Step หลัก ๆ ว่าต้องทำอะไรบ้าง,-0.10655738
RSP_102_audio.wav,ช่วยคิดแผนแจ้งเจ้าของบ้านเรื่องแอเสียหน่อยครับเอาแบบสุภาพชัดเจนแล้วก็เสนอวิธีแก้ปัญหาไปด้วยเลย,-0.03911195
RSP_103_audio.wav,ถ้าค่าส่วนกลางคอนโดผมแพงไปช่วยวางแผนลดค่าใช้จ่ายหรือแนะนำขั้นปอนการเจรจากับนิติบุคคลหน่อย,-0.04752604
RSP_104_audio.wav,ระหว่างกู้ร่วมกับแฟนกับกู้คนเดียวแบบไหน มีข้อดีข้อเสียต่างกันยังไงบ้างสำหรับบ้านหลังแรก,-0.03705930
RSP_014_audio.wav,ค่า CADR ของเครื่องฟอกอากาศคืออะไรครับ,-0.06996373
RSP_013_audio.wav,ของชิ้นนี้จะกลับมามีในสต๊อกอีกทีเมื่อไหร่ครับ,-0.05838816
RSP_025_audio.wav,Notebook สำหรับทำงานกราฟฟิก ควรมี RAM อย่างน้อยเท่าไหร่ครับ,-0.08277926
RSP_022_audio.wav,อยากเปลี่ยนเป็นโปรลายเดือน ต้องทำอย่างไรบ้างครับ,-0.06439568
RSP_049_audio.wav,ช่วยหาคลินิกทำฟันที่ใกล้ที่สุดให้หน่อยครับ,-0.06152344
RSP_082_audio.wav,ถ้าจะเลือกนิยายสืบสวนของญี่ปุ่นสักเล่มระหว่างสไตล์หักมุมของฮิงาชี โนเคโง กับความดากของคณะเอกมินาโตอันไหนจะเหมาะกับคนเพิ่งเริ่มอ่านมากกว่ากัน,-0.07879849
RSP_076_audio.wav,ถ้าจะเล่าสารคดีประวัติศาสตร์ให้เพื่อนฟังต้องเชื่อมโยงกับเรื่องปัจจุบันยังไงให้เขาอินมากที่สุด,-0.03053303
RSP_071_audio.wav,รถผมสั่นตอนจอดเข้าเกียร์ดีครับช่วยวิเคราะห์หน่อยว่าน่าจะเกิดจากอะไรได้บ้างเรียงลำดับจากสาเหตุที่พบบ่อยสุดให้ที,-0.02976296
RSP_085_audio.wav,เพิ่งซื้อบอร์ดเกมมาใหม่ ถ้าอยากเล่นให้ชนะ ควรวางแผนการเล่นช่วงแรกยังไงให้ได้เปรียบที่สุด,-0.03705659
RSP_078_audio.wav,ถ้ามีงบปีละล้านช่วยวางแผนเลือกโรงเรียนนานาชาปหน่อยโดยรวมค่าเทอมกับค่าใช้จ่ายแฝงทั้งหมดนะ,-0.05130912
RSP_047_audio.wav,ผัดไทยกินกับวายอะไรดีครับ,-0.06617374
RSP_040_audio.wav,ช่วยพูดคำว่าลดหน่อยได้ไหมครับ ให้ฟังหน่อย,-0.04704733
RSP_023_audio.wav,จะเปิด Hotspot จากมือถือ ต้องทำยังไงครับ,-0.07643229
RSP_024_audio.wav,เสียงบี๊บสั้นๆ 3 ครั้งของคอม คือแรมเสียใช่ไหมครับ,-0.10527344
RSP_012_audio.wav,อยากคืนสินค้าครับ ต้องทำยังไง,-0.04382813
RSP_015_audio.wav,ลูกค้าใหม่ใส่โค้ด,-0.10638787
RSP_041_audio.wav,แกงเขียว หวานไก่ใส่มะเขืออะไรครับ,-0.08506945
RSP_079_audio.wav,ลองคิดหน่อยสิว่า ถ้าตอนจบหนังเรื่องนี้ ตัวเอกเลือกอีกทางหนึ่งเรื่องราวทั้งหมดจะเปลี่ยนไปขนาดไหน,-0.05520291
RSP_046_audio.wav,วัตถุดิบหลัก ๆ ของซูชิมีอะไรบ้างครับ,-0.04514239
RSP_084_audio.wav,ช่วยวางแผนไปปีนดอยหลวงเชียงดาวสำหรับมือใหม่หน่อยครับต้องเตรียมอะไรบ้างแล้วเดินทางยังไงให้สะดวกที่สุด,-0.03832412
RSP_070_audio.wav,รถไฟฟ้ารุ่นใหม่ของปีนี้ ถ้ามองระยะยาว 5 ปี เรื่องราคาขายต่อตัวไหนน่าจะคุ้มค่าที่สุดครับ,-0.02674990
RSP_048_audio.wav,ถามเพื่อนให้หน่อยว่า เย็นนี้กินส้มตำหรือชาบู,-0.05555245
RSP_077_audio.wav,อยากสอบ N1 แต่พื้นฐานอยู่แค่ N3 ควรเริ่มจากอะไรดีระหว่างอัฐคันจิกับวัยกรก่อน,-0.07446677
RSP_083_audio.wav,"ถ้าผมมีงบ 8,000 บาท อยากได้กีต้าโปร่งที่เล่นได้ทั้งตีคอร์ดและ Fingerstyleควรแบ่งงบซื้อกีต้ากับอุปกรณ์เสริมยังไงดีครับ",-0.08322011
RSP_055_audio.wav,การทำสมาธิช่วยลดความเครียดได้จริงไหมครับ,-0.03014027
RSP_052_audio.wav,วิ่งช่วยลดน้ำหนักได้ไหมครับ,-0.05290421
RSP_099_audio.wav,ถ้าจะร้องเรียนเรื่องเก็บขยะช้าระหว่างแจ้งนิติบุคคลกับร้องเรียนตรงไปที่เขตแบบไหนมีโอกาสแก้ปัญหาได้เร็วกว่ากัน เพราะอะไร,-0.03784180
RSP_090_audio.wav,ช่วยวิเคราะห์สาเหตุเบื้องต้นหน่อยครับว่าทำไมเข้าระบบไม่ได้และผมควรลองทำอะไรก่อนโทรแจ้งไอที,-0.03370536
RSP_064_audio.wav,ที่บ้านมีไข่ไก่กับหมูสับช่วยคิดเมนูสำหรับสุดสัปดาห์หน่อยแล้วลิสต์ของที่ต้องซื้อเพิ่มมาด้วย,-0.04271835
RSP_063_audio.wav,ช่วยเทียบร้านซักกรีดแถวออฟฟิศให้หน่อยระหว่างร้านที่ถูกสุดกับร้านที่เร็วสุดแต่ต้อง Read เนี๊ยบด้วย,-0.08893865
RSP_097_audio.wav,ถ้าไฟดับบ่อย ๆ ในซอยบ้าน ควรต้องเตรียมข้อมูลอะไรบ้างเพื่อร้องเรียนการไฟฟ้าให้ได้ผลมากที่สุด,-0.02097105
RSP_008_audio.wav,เงินปอนตอนนี้เรทเท่าไรครับ,-0.14834449
RSP_037_audio.wav,ไปดำน้ำที่เกาะเต่าต้องจองล่วงหน้าไหมครับ,-0.06083410
RSP_030_audio.wav,บอกชื่อแอปตัดต่อวิดีโอบนมือถือมาสัก 2-3 แอปครับ,-0.06436228
RSP_039_audio.wav,ที่นี่อนุญาตให้นำสัตว์เลี้ยงเข้าพักได้ไหมครับ,-0.04020182
RSP_006_audio.wav,จะรายงานธุรกรรมที่น่าสงสัย ต้องทำยังไงครับ,-0.03425887
RSP_001_audio.wav,ผมทำบัตรเครดิตหายครับ ต้องการอายัดบัตรด่วน,-0.06534598
RSP_096_audio.wav,บัตรประชาชนหาย แต่ต้องใช้บินพรุ่งนี้ช่วยวางแผนหน่อยว่า ต้องไปทำที่เขตยังไงให้เร็วที่สุดแล้วต้องเตรียมอะไรบ้างครับ,-0.04024754
RSP_062_audio.wav,ท่อน้ำที่ห้องรั่วซึมนอกจากโทรแจ้งนิติศาสตร์แล้วเราควรทำอะไรเป็นลำดับแรกบ้างเพื่อลดความเสียหายให้น้อยที่สุด,-0.04200368
RSP_065_audio.wav,ถ้าแม่บ่นว่าเหงา เราควรชวนคุยเรื่องอะไรดีที่จะทำให้ท่านรู้สึกดีขึ้น แต่ไม่ดูเหมือนเราสงสาร,-0.03640172
RSP_091_audio.wav,ถ้าในทีมมีความขัดแย้งเรื่องงานกับเรื่องส่วนตัวเราควรจะเข้าไปจัดการต่างกันยังไงบ้างครับ,-0.03317522
RSP_053_audio.wav,ผลข้างเคียงทั่วๆไปของเข็มกระตุ้นมีอะไรบ้างครับ,-0.05329241
RSP_098_audio.wav,จาก BTS Siam ถ้าจะไปเยาวราชแล้วต่อไป Icon Siam ควรวางแผนนั่งรถเมษายไหนยังไงให้เร็วที่สุดครับ,-0.09455423
RSP_054_audio.wav,ช่วยเช็คคิว ตรวจสุขภาพประจำปีของบริษัทให้หน่อย,-0.02507268
RSP_038_audio.wav,เช่ารถตู้พร้อมคนขับในกรุงเทพฯ 1 วันราคาประมาณเท่าไรครับ,-0.05815529
RSP_007_audio.wav,ประกันสะสมทรัพย์ลดหย่อนภาษีได้ไหมครับ,-0.05245536
RSP_031_audio.wav,หน้าฝนของภูเก็ตปกติแล้วเริ่มเดือนไหนครับ,-0.05298549
RSP_009_audio.wav,สมัคร SMS แจ้งเตือนเนินเข้าออกทำยังไงครับ,-0.08126184
RSP_036_audio.wav,ถ้าไม่มีใบจองใช้แค่ชื่อกับบัตรประชาชนเช็คอินได้ไหมครับ,-0.03938094
RSP_119_audio.wav,ถ้าฝันว่าหลงทางในป่าเทียบกับฝันว่าหลงทางในเมืองใหญ่มันสะท้อนความกังวลที่ต่างกันยังไงเหรอ,-0.02681974
RSP_117_audio.wav,บทกวีที่เพิ่งฟังไปช่วยตีความสัญลักษณ์ของสายลมกับพระจันทร์หน่อยว่ามันสื่อถึงความรู้สึกอะไรได้บ้าง,-0.03024902
RSP_110_audio.wav,ถ้าเทียบผลกระทบของโรคร้อนต่อปาการังกับป่าชายเลน อันไหนน่าจะฟื้นตัวยากกว่ากัน เพราะอะไร,-0.07275390
RSP_111_audio.wav,จะร้องเรียนเรื่องบริการช้าคุยกับผู้จัดการตรง ๆ กับเขียนรีวิวแน่ลบแบบไหนจะแก้ปัญหาได้ดีกว่ากันในระยะยาว,-0.02471713
RSP_116_audio.wav,ช่วยระดมสมองหาชื่อแคมเปญที่สื่อถึงความยั่งยืนแต่ต้องทันสมัยและจำง่ายสำหรับวัยรุ่นนะ,-0.03964844
RSP_120_audio.wav,การเดินทางข้าม เวลาจะสร้าง Paradox อะไรบ้างแล้วเราจะแก้ปัญหานั้นได้ยังไง,-0.04978476
RSP_118_audio.wav,ถ้าให้เป็นฝ่ายเสนอโต้วาธีเรื่อง AI แทนที่มนุษย์ช่วยคิดเหตุผลหลัก ๆ ที่จะใช้โต้แย้งมา 3 ข้อหน่อยครับ,-0.05346386
BCH_030_audio.wav,วิธีการปลูกอะไรอย่างนี้ค่ะถามเรื่องปลูกทำไมหนึ่งครับ คือของผมก็,-0.13525391
BCH_037_audio.wav,เพราะว่ามันกินง่ายสุด,-0.14771793
BCH_008_audio.wav,จารจรบนท้องถนนมากเทียบเท่ากับรถจักรยานยนต์รถสองแถวหรือรถเมล์อะไรอย่างนี้ครับผมรถไฟฟ้ามันทำให้เราสามารถวางแผนการเดินทางได้ราคาถูกแล้วก็กำหนดเวลาได้นะครับแอร์เย็นอีกหนึ่งข้อดีของการใช้รถไฟฟ้าครับผมคือที่ผมชอบเลยคือ,-0.09129464
BCH_001_audio.wav,ได้ทั้งฝึกภาษาแล้วก็ได้ทั้งเรื่องของการผ่อนคลายด้วยค่ะส่วนใหญ่จะชอบเล่นเกมค่ะ,-0.06683350
BCH_006_audio.wav,บางทีฟังเพลงอะไรมันก็ดูเพาะไปหมดเลยเพราะว่าสถานการณ์รอบข้างมันเป็นใจถึงเทศกาลที่มัน,-0.07516741
BCH_039_audio.wav,ใช้นมไข่มุกอะไรอย่างเงี้ย อืม วอลพรีมก็เหมือนกันใช่ไหม ใช่ ชอบแบบ,-0.21455440
BCH_007_audio.wav,ของเราอาจจะไม่ถึงเดือนนะ เต็มที่ก็สองสามวันอะไรอย่างเงี้ย เออ อาจจะมีบ้างเออ แล้วแสดงว่าที่เพื่อนกินนี่มันต้องเป็นก๋วยเตี๋ยวแบบเดียวเลยปะ หรือว่าแบบ,-0.08519666
BCH_038_audio.wav,ไปข้างนอกไปหาอะไรทำมากกว่าค่ะแล้วอย่างข้างนอกอะค่ะ,-0.10194228
BCH_036_audio.wav,อยากไปเที่ยวแบบเป็นเพื่อน ๆ ฝูกด้วยกันที่ไม่เจอกันมานานแล้วอะไรอย่างนี้ครับหรือไปกับครอบครัวอะไรอย่างนี้,-0.07619791
BCH_009_audio.wav,ที่กินง่ายๆค่ะ ออกจากไปทางคาวมากกว่าหวาน,-0.13399621
BCH_031_audio.wav,ทำอะไรแบบนั้นไม่ได้ และอีกอย่างคือเราทำอาหารไม่อร่อย เราเลยชอบกินนอกบ้านมากกว่าแต่ข้าวแกงแถวบ้านเราถูกนะ,-0.05273438
BCH_013_audio.wav,ส่งขนเสียหลายอย่างนะ เป็นอัลไซเมอร์คนรุ่นใหญ่อย่างเราแล้ว,-0.09592014
BCH_014_audio.wav,ซื้อช่วงใกล้ใกล้หน้าหนาวมันก็อาจจะแพงซื้อไว้ก่อน,-0.11597222
BCH_022_audio.wav,บ้านนะคะ ก็จะนั่งรถตู้ค่ะ ไปลง ไปลง เอ่อ สถานี bts,-0.13534628
BCH_025_audio.wav,แถวไห้ขวางค่ะก็รอคิวตรงข้างนานเลยนะ,-0.18984376
BCH_040_audio.wav,เล็ก ๆ น้อย ๆ ค่ะ แบบต่อ jigsawในโทรศัพท์เป็นแอปเล็ก ๆ อะไรอย่างนี้ค่ะ แล้วก็,-0.14769345
BCH_024_audio.wav,เล็ก ๆ น้อย ๆ ค่ะ แบบต่อ jigsawในโทรศัพท์เป็นแอปเล็ก ๆ อะไรอย่างนี้ค่ะ แล้วก็,-0.14794147
BCH_023_audio.wav,ไปข้างนอกไปหาอะไรทำมากกว่าค่ะแล้วอย่างข้างนอกอะค่ะ,-0.10313585
BCH_015_audio.wav,มันประหยัดนะจริงๆอ่ะก็จริงนะจริงๆถ้าเป็นคนที่ทำอาหารได้แล้วก็แบบ,-0.09346065
BCH_012_audio.wav,เล็กๆน้อยๆค่ะ แบบต่อจิ๊กซอร์ในโทรศัพท์,-0.13980263
BCH_034_audio.wav,เป็นโรคอะไรอย่างนี้ไม่ได้ต่างกับโตมาปกติอะแมวเรามันก็กินนมแม่นอะแหละแต่ว่า,-0.13011854
BCH_033_audio.wav,อะไรเงี้ยค่ะจริงๆก็ไปหมดเลยนะคะทั้งห้างหรือว่าแบบ,-0.15846705
BCH_005_audio.wav,มีโอกาสทำอาหารค่อนข้างบ่อย เพราะที่บ้านอยู่กันหลายคนค่ะทันนี้ก็อยู่บ้านส่วนตัวนะคะ,-0.07573085
BCH_002_audio.wav,มันประหยัดนะจริงๆอ่ะก็จริงนะจริงๆถ้าเป็นคนที่ทำอาหารได้แล้วก็แบบ,-0.09497974
BCH_003_audio.wav,แล้วก็เวลาที่เขา ไว้อยู่อ่ะ เราก็จะ เอ่อ รอว่าเวลานี้,-0.13885789
BCH_004_audio.wav,อะไรเงี้ยค่ะจริงๆก็ไปหมดเลยนะคะทั้งห้างหรือว่าแบบ,-0.15413852
BCH_032_audio.wav,ร้านที่เป็นแบบว่าปิ้งย่างแบบเตาทานอะ ส่วนใหญ่หมูเขาจะเป็นหมูแบบตัวหนาหนา แบบว่าชิ้นหนาหนาพอกินแล้วได้ฟีลอะไรแบบนั้นครับ แล้วก็ แต่ถ้าเกิดที่ชอบลองลงมาก็จะเป็นชาบู,-0.13825758
BCH_035_audio.wav,พอทุก ๆ สิ้นปีเราจะได้มารู้สุขภาพของเราเนอะว่าตลอดทั้งปีที่ผ่านมาเรามีสุขภาพเป็นยังไงบ้างได้หรือครับถ้าอย่างนั้นของผมก็จะแตกต่างจากทุกท่านนิดนึงนะครับผมของผมก็จะตรวจตามที่,-0.07324219
BCH_028_audio.wav,คือหน้าหนาวมันจะอยู่ในช่วงที่แบบไปมหาลัยพอดีอย่างเงี้ยถ้าเข้าหน้าหนาวปุ๊บคือแบบโหไม่อยากไปคาบเช้าเลยค่ะคือแบบอากาศมันดีไปหมดเลยอากาศมันหน้านอนใช่ไหมแต่คือฤดูหนาวในไทยอ่ะมันคืออากาศที่แบบไม่ได้หนาวมากแล้วใช้ชีวิตสบายแต่ว่าเราเคยไปเรียนแลกเปลี่ยนที่ต่างประเทศอ่ะก็คืออเมริกา,-0.08291667
BCH_017_audio.wav,เสื่อมออกมาอะไรอย่างนี้ค่ะของทางนี้บ้านเป็นบ้านที่อยู่กันมาตั้งแต่สมัยคุณย่าคุณยายก็,-0.15549395
BCH_010_audio.wav,ไปข้างนอกไปหาอะไรทำมากกว่าค่ะแล้วอย่างข้างนอกอะค่ะ,-0.10069445
BCH_019_audio.wav,อะไรเงี้ยค่ะจริงๆก็ไปหมดเลยนะคะทั้งห้างหรือว่าแบบ,-0.15846705
BCH_026_audio.wav,จังไม่หวาน 100 อาจจะหวาน 70 อะไรอย่างนี้ค่ะเอาจริงๆหวานแต่ละที่มันก็แบบ,-0.10797465
BCH_021_audio.wav,มีโอกาสทำอาหารค่อนข้างบ่อย เพราะที่บ้านอยู่กันหลายคนค่ะทันนี้ก็อยู่บ้านส่วนตัวนะคะ,-0.07573085
BCH_020_audio.wav,หรือยังไงก็คือข้องนี้เรายังไม่กล้าปล่อยแล้วมันคลอดมาเนี่ยมันกินนมแม่ไหม ปกติเรา,-0.09280303
BCH_018_audio.wav,เต้าย่างแบบเต้าทานชอบกินทานแล้วก็ร้านที่เป็นแบบว่าปิ้งย่างแบบเต้าทานอะส่วนใหญ่หมูเค้าจะเป็นหมูแบบตัวนานาแบบว่าชิ้นนานา,-0.13624044
BCH_027_audio.wav,เป็นอะไรที่ชอบมากเลยค่ะชอบเวลาที่,-0.03531250
BCH_011_audio.wav,อย่างช่วงนี้ก็เป็นหน้าทุเรียนเนาะไม่ทราบว่าแบบถ้าเป็นทุเรียนเนี่ยแต่ละคนจะแบบมีเหมือนเขาเรียก,-0.08979302
BCH_029_audio.wav,ก็คือ มีโอกาสไหนก็ไปกินตามนั้นใช่ไหมแล้วแต่โอกาสเนอะ,-0.12834821
BCH_016_audio.wav,ลิ้นของผมอะ ไว้ต่อความขมของผักมากก็เลยทำให้แบบว่า,-0.15107422
